maeb0_si1411_1 2.353539 3.463544 4.231962 4.345631 4.872675 4.570436 5.920277 6.7570559999999995 6.524502 5.935466 7.319294 8.207628999999999 8.009881 8.052224 8.690643 8.509192 9.199058 10.385110000000001 10.18035 10.48588 10.939689999999999 11.36708 11.09329 0.15695789999999998 0.1946185 -0.06128424 -0.1410992 0.09470797 0.3218071 -0.08817255 -0.34046040000000005 -0.08126605 0.37955079999999997 0.17599279999999998 -0.1292264 0.01927149 0.1436613 -0.07247841 0.1030422 0.17122110000000001 -0.07892489 -0.04986548 -0.1380372 -0.128139 -0.07526803 0.07625413 0.04484513 0.001081198 0.03554475 0.03245278 0.09470798 0.1321707 0.08155936 0.06468764 -0.005417675 0.1558157 0.1095068 -0.02186903 0.02216226 0.058220600000000004 0.01170802 0.05697656 0.02534077 -0.02052015 0.02023926 0.01982033 -0.01213965 -0.02750164 -0.004919618
maeb0_si1411_2 3.026216 3.463544 3.373986 4.345631 4.872675 5.260022 5.479415 5.8491610000000005 6.795389999999999 7.333810000000001 7.514842 7.312983999999999 7.62445 8.127835000000001 8.300375 8.327352000000001 9.678477 9.911564 10.09235 9.954969 10.4676 10.7881 11.06869 0.26907070000000005 0.05406076 0.01225668 0.07054937 0.1657391 0.3562864 0.044086099999999996 -0.07944059 -0.01805913 0.4394798 0.2542119 -0.09940505 0.08672202 0.2797614 0.01672566 0.1333489 0.1438257 -0.0578773 -0.02053285 -0.07078910000000001 -0.03372121 -0.09553313 0.03935695 -0.03811835 -0.03676128 0.10050579999999999 0.09735841 0.1006272 0.1172296 0.1796511 0.22470410000000002 0.04695395 0.1078724 0.1417721 0.06163123 0.02987093 -0.009073257 0.01616821 0.04121715 -0.02191633 0.0052617490000000005 0.01935953 0.05875421 0.01382515 -0.01707962 -0.02804172
maeb0_si1411_3 2.80199 4.436637 4.354529 3.640135 5.346215 5.834678 5.699846 5.508701 5.982727 7.134047 8.101485 8.00882 8.298954 8.732725 8.523385000000001 9.115324000000001 9.815453999999999 10.227260000000001 9.975024000000001 10.06115 10.535039999999999 11.28023 11.48686 0.15695789999999998 -0.02162427 0.08579761 0.12698910000000002 0.39067040000000003 0.5516691 0.34166729999999995 0.27236869999999996 0.009029746 0.6991725000000001 0.4399825 -0.1491073 0.02890718 0.1587833 0.01115036 0.2000237 0.1027325 -0.1210172 0.1026618 0.08140516 -0.09104657 -0.14764000000000002 -0.046736 -0.05717748 -0.08000988 0.04167321 0.163675 0.0923402 0.07355583 0.2380652 0.2871218 0.17065929999999999 0.1178607 0.1437275 0.09344074 0.01156294 -0.09224564 0.005575359 -0.01939604 -0.06985807 -0.004209191 0.02287936 0.0460127 0.02529007 -0.04458076 -0.03197756
maeb0_si1411_4 3.4746669999999997 3.2473009999999998 4.231962 5.051126 5.4646 5.719747 6.250923 6.984030000000001 6.705094 7.533574000000001 8.199259 7.810009 8.298954 9.110781 8.857901 8.872871 9.609988000000001 10.17465 10.18035 10.3443 10.973410000000001 10.932839999999999 11.09329 -0.05605632 -0.07568508 0.25739259999999997 0.35274770000000005 0.3551548 0.6091344 0.5951628999999999 0.6355265 0.24379920000000002 0.6592196 0.6159749 0.13916729999999997 0.06745052 -0.03780568 -0.03902686 0.12122650000000001 0.02054656 -0.04735446 0.002933264 0.07786715 -0.04383874 -0.1650078 -0.08363318 -0.05717748 0.01838063 -0.0036770109999999996 0.08324862 0.04735389 0.04712173 0.21822629999999998 0.1668257 0.21671039999999997 0.0579316 0.07430819 0.15208970000000002 0.03854325 -0.1466856 -0.04404444 -0.04909661 -0.05753022 0.005787491999999999 -0.009679377 -0.00707823 0.002697408 -0.02257931 0.002459675
maeb0_si1411_5 2.914103 3.463544 4.231962 4.627829 6.530064 7.098919 7.24286 7.551464999999999 6.6147990000000005 9.331446000000001 9.176998 7.21358 7.817164999999999 8.354669 8.467632 9.23655 9.746965 9.648481 10.64966 10.69824 10.23155 10.556510000000001 10.84731 0.03363413 -0.14055789999999999 0.02451366 0.5361767 0.46170100000000003 0.5631618 0.8266148000000001 0.7376645000000001 0.6411011999999999 0.8589841999999999 0.7137492 0.21869120000000003 0.08672202 -0.1587838 -0.01672554 0.01212275 -0.11643030000000001 -0.1052326 0.05279779 0.01769805 0.003370285 -0.2634337 -0.02213883 0.0302705 0.1016342 -0.03309338 0.004233047 -0.07458250000000001 -0.07125714 0.09147871 0.04085535 0.19503929999999997 -0.07491109 -0.08897406 0.18290520000000002 0.09539428 -0.05292782 0.001672715 -0.06728068 -0.01369756 0.05156413 -0.03461146 -0.05981568 0.00640738 0.04487067 0.033945499999999997
maeb0_si1411_6 2.6898779999999998 3.5716650000000003 4.722233 5.6155230000000005 6.056524 7.673574 7.683722 8.005412 7.69835 9.531209 10.05696 8.40644 8.202597 8.127835000000001 8.133117 8.872871 9.815453999999999 9.964181 9.769699000000001 10.02576 10.40015 10.32492 10.9703 0.04484522 0.20543070000000002 0.0245133 0.28219829999999996 0.36699309999999996 0.5861483000000001 0.8927440999999999 0.5220397 0.7494568 0.6492316999999999 0.48886940000000007 0.4771442 0.25053020000000004 -0.29488359999999997 -0.1895589 -0.01818407 -0.03424406 -0.03683245 -0.043998 -0.07432723 -0.06744266 -0.150533 0.03935695 0.05605637 0.1070403 0.001225635 -0.05502859 -0.12548789999999999 -0.1321705 -0.05951631 -0.08624989 0.05778953 -0.1608095 -0.2239019 0.07554778 0.07515913 0.06200132 0.06132793 -0.02727598 0.002739698 0.02262509 -0.003519505 -0.02512988 -0.009777784 0.09292519 0.01426709
maeb0_si1411_7 3.3625550000000004 3.5716650000000003 4.231962 6.038819999999999 7.358758 7.673574 9.116521 8.686333 8.691606 10.43015 10.74138 8.80406 8.780743 8.43028 8.802149 9.175938 9.130569 9.806331 10.444339999999999 10.308910000000001 10.838519999999999 10.26702 11.437660000000001 0.25785949999999996 0.3459888 0.03677028 0.18342879999999998 0.01183856 0.2068762 0.6502703000000001 0.5333885 0.7313973000000001 0.32961 0.05866444 0.5964299 0.41433859999999995 0.02268362 0.09477937 -0.06667459 0.06164026 0.13154200000000002 -0.04693031 -0.1415762 -0.04720807 0.06947613 0.0614965 0.0134535 0.03351772 0.09682868 -0.05361763 -0.2048058 -0.156306 -0.2094091 -0.20087170000000001 -0.1435705 -0.28865840000000004 -0.26985570000000003 -0.02286315 -0.02216223 0.11114849999999998 0.0669032 0.02000239 0.03492913 0.04788116 -0.02786538 -0.0014159379999999998 -0.01551062 0.1111632 -0.012790799999999998
maeb0_si1411_8 3.4746669999999997 4.220394000000001 4.354529 5.756622 6.885219 8.363161 9.777813 9.026794 9.413974000000001 10.23038 9.861415 9.40049 9.069817 7.5985570000000004 7.7428479999999995 8.812258 9.746965 9.911564 10.06302 10.16733 10.33271 10.32492 10.9949 0.1121127 0.216243 0.25739259999999997 0.2539786 -0.04735374 0.1264243 0.38575329999999997 0.3064148 0.48759840000000004 0.11985810000000001 -0.1759927 0.3280363 0.2794373 0.1814671 0.21185990000000002 0.02424526 -0.05479062 -0.05261612 0.035199400000000006 0.03185415 -0.06743932 0.133163 -0.05411506 0.07287338 -0.05622314 0.07231516 -0.01552089 -0.1361427 -0.1551567 -0.27112959999999997 -0.2644244 -0.2952677 -0.2926537 -0.1750152 -0.1351908 -0.13779160000000001 0.1058559 0.07470858 0.049703 -0.003424555 0.06103525 0.01906574 0.043180699999999995 0.03034887 0.06831941 0.006148785
maeb0_si1411_9 3.811006 4.869123 4.599665 5.474424 6.1749089999999995 7.788506 9.447166000000001 9.707716 9.413974000000001 10.62991 9.568093 9.698705 9.455248 8.732725 9.136664 8.933484 10.08941 10.3325 10.26835 9.919575 10.02923 10.903889999999999 11.142489999999999 0.06726760000000001 0.02162427 0.39221740000000005 0.28219829999999996 -0.3551546 0.01149344 0.03306448 -0.1588815 0.05417776 -0.31962229999999997 -0.30309899999999995 0.1789289 -0.03854322 0.1587838 0.1170807 0.09091997 0.06848824 0.1420648 -0.1261282 -0.04247236 -0.07418513 0.1505342 -0.03935695 0.27563740000000003 0.1146089 0.1568871 0.08042651 0.07458243 -0.06091353 -0.1884681 -0.17817470000000002 -0.24109009999999997 -0.22273649999999998 -0.04986471 -0.15705999999999998 -0.1821162 -0.01965889 -0.07415089 0.01515335 -0.03150487 0.01788917 0.00909251 0.05132133 0.05361533 -0.008104742 0.02828667
maeb0_si1411_10 3.026216 4.004151 5.825344 7.167614 6.411679 8.24823 9.447166000000001 9.026794 9.775158 10.030619999999999 9.763641 9.599299 9.262531 8.883947000000001 9.025159 9.115324000000001 9.06208 9.438015 10.03369 10.3797 10.4676 10.6723 10.84731 0.5045079 0.08649731 0.20836570000000001 0.15520910000000002 -0.1302235 -0.09194481 -0.15430139999999998 -0.4539478 -0.38827249999999996 -0.4894205 -0.20532519999999999 0.009940505 -0.2119871 0.1663448 0.17283339999999997 0.15153339999999998 -0.05479109 0.2630821 0.09092975 0.0920248 0.09779 0.1505349 0.1205277 0.5692083 0.46235509999999996 0.3545888 0.3130906 0.3824241 0.10803510000000001 -0.009919256 0.1966395 0.10346760000000002 0.0439477 0.1417721 0.02485138 -0.04047018 -0.06200119999999999 -0.07972619 0.02788213 0.03424421 0.01420647 0.001466364 -0.005663097 0.03810358 -0.06050259 0.01992416
